approval_id,bank,elev_ft,event_id,files,flag_date,flag_member_id,hcollect_method_id,hdatum_id,height_above_gnd,hwm_environment,hwm_id,hwm_label,hwm_locationdescription,hwm_notes,hwm_quality_id,hwm_type_id,hwm_uncertainty,last_updated,last_updated_by,latitude_dd,longitude_dd,marker_id,peak_summary_id,site_id,stillwater,survey_date,survey_member_id,uncertainty,vcollect_method_id,vdatum_id,waterbody
8375,N/A,128.31,180,[],2017-09-11T05:00:00,1791,1,2,6.85,Riverine,22178,0911_1430_2,Pole on side of road,,2,1,0.1,,,28.97081,-97.19552,3,5472,21514,1.0,2017-09-22T05:00:00,1760,0.018,6,2,Guadalupe River
8575,N/A,62.828,180,[],2017-09-06T05:00:00,1762,1,2,0.0,Riverine,21989,0906_1200_2,Seed line on the eastern end underneath the bridge,Tape that marked HWM missing so measured what appeared to be the HWM,1,5,0.02,,,29.5747,-95.60663,2,5576,21400,1.0,2017-10-07T05:00:00,1770,0.19,6,2,unknown
9467,Left,157.89,180,[],2017-09-09T05:00:00,1791,1,2,0.0,Riverine,21768,0909_1515_1,Concrete NE side of bridge,,5,1,0.5,,,30.19716,-95.5351,6,6088,21279,1.0,2017-10-06T05:00:00,1645,0.121,6,2,Bear Branch
9990,Left,110.8,180,[],2017-09-16T04:00:00,1602,1,2,0.0,Riverine,23363,0916_1311_01,"Stake in ground, left bank, downstream edge of culvert. Marked with paint.",,5,2,0.5,,,30.58791,-93.97523,7,6556,22175,1.0,2017-09-28T04:00:00,1645,0.183,6,2,Unknown
8335,N/A,105.569,180,[],2017-09-07T05:00:00,1760,1,2,0.0,Riverine,21769,0907_1420_3,Debris line across the street from the drain,,1,2,0.03,,,29.3277,-96.1178,2,5455,21277,1.0,2017-09-10T05:00:00,1787,0.00686,6,2,Unknown
10725,N/A,13.0,180,[],2017-09-09T05:00:00,1521,1,4,2.12,Riverine,22179,LC-JKN2-022A,nail with flagging in 14 in hardwood us left bank at Highway 27 crossing of Houston River,,3,5,,,,30.29117,-93.35564,6,6971,21516,1.0,2017-09-11T05:00:00,1521,0.1,6,2,Houston River
9252,N/A,34.01,180,[],2017-09-17T05:00:00,1836,1,2,0.0,Riverine,23517,0917_1655_1,Debris line LBUS of small drainage ditch ~150' from Wallisville Rd.,,4,2,0.4,,,29.81864,-95.0551,7,5954,22243,1.0,2017-09-23T05:00:00,1645,,6,2,unknown
8376,Left,160.83,180,[],2017-09-11T05:00:00,1791,1,2,0.0,Riverine,22140,0911_1250_1,"High on concrete bank north side of bridge, west side of road, sand line",Sand line on concrete,2,9,0.1,,,29.05181,-97.26602,3,5473,21498,1.0,2017-09-23T05:00:00,1760,0.018,6,2,Guadalupe River
8369,N/A,120.0,180,[],2017-09-11T05:00:00,1760,2,2,0.0,Riverine,25455,0911_1625_3,Concrete on SE side of bridge.,,2,2,0.1,,,28.91201,-97.08607,3,5467,23299,1.0,2017-09-22T05:00:00,1760,0.136,6,2,Spring Creek
10698,N/A,9.36,180,[],2017-09-07T05:00:00,1521,1,4,0.89,Riverine,22617,LC-JKN2-006B,seed line under carport and seed line on inside of fence by gate 3009 N Wainwright,,1,5,,,,30.20658,-93.1752,6,,21124,0.0,2017-09-10T05:00:00,1521,0.1,6,2,Calcasieu River
9991,N/A,112.1,180,[],2017-09-16T04:00:00,1602,1,2,6.75,Riverine,23364,0916_1311_02,"Nail in tree, 30 ft from culvert. Downstream, mid channel. Marked with orange and paint.",,4,5,0.3,,,30.58785,-93.97544,5,6556,22175,1.0,2017-09-28T04:00:00,1645,0.183,6,2,Unknown
7166,N/A,5.917,180,[],2017-09-02T05:00:00,1760,1,2,0.0,Coastal,20802,0902_0845_2,"FLAG 30FT FROM FENCE 4FT SHOREWARD OF TREE, SECOND FLAG ON DEBRIS LINE ABOUT 150FT FROM DOG RUN FENCE LINE.",elevation is final,2,2,,,,28.1011944,-97.04683,2,4992,20604,1.0,2017-09-05T05:00:00,871,0.042651,6,2,NA
8336,N/A,102.798,180,[],2017-09-07T05:00:00,1760,1,2,1.78,Riverine,21770,0907_1500_1,Along the wall of Los Cucos restaurant,,1,5,0.01,,,29.30928,-96.10314,2,5456,21280,1.0,2017-09-10T05:00:00,1787,0.00686,6,2,Unknown
10726,N/A,13.0,180,[],2017-09-09T05:00:00,1521,1,4,0.0,Riverine,22180,LC-JKN2-022B,debris line in grass on left ds embankment,,3,5,,,,30.29218,-93.355,6,,21516,0.0,2017-09-11T05:00:00,1521,0.1,6,2,Houston River
8226,N/A,200.174,180,[],2017-09-08T05:00:00,1834,1,2,1.12,Riverine,22619,0908_1128_1,Located on backside of Coldwell Banker building on corner of Hwy 90 and Hwy 71. Northwest corner towards bottom of building marked with a green disk.,,5,5,0.5,,,29.70708,-96.54678,5,5419,21793,1.0,2017-09-21T05:00:00,1834,0.1,6,2,Colorado River
8903,N/A,27.59,180,[],2017-09-09T05:00:00,1786,6,2,2.9,Riverine,21829,0909_1155,On south Bar X Ranch sign,,2,1,0.1,,,29.11463,-95.53481,8,5760,21314,1.0,2017-09-09T05:00:00,1786,0.18,6,2,Brazos River
9614,N/A,73.645,180,[],2017-09-07T05:00:00,1762,1,2,8.5,Riverine,22621,0907_1550_2,"Lat 29.7212186
Long -95.565607
Bridge under Westpark Rd, seed line on concrete",,2,5,0.1,,,29.7212186,-95.565607,10,6437,21791,1.0,2017-09-07T05:00:00,1762,0.1,6,2,unknown
9104,Left,116.0,180,[],2017-09-16T05:00:00,1602,1,2,3.19,Riverine,23365,0916_1037_01,"Nail in tree, downstream, left bank, 20 ft. from stream center. Marked with orange flagging.",,2,5,0.1,,,30.63981,-93.95613,5,5870,22177,1.0,2017-09-28T05:00:00,1645,0.183,6,2,Nichols Creek
8337,N/A,102.615,180,[],2017-09-07T05:00:00,1760,1,2,0.0,Riverine,21771,0907_1500_2,The concrete on the bridge across from Los Cucos restaurant.,,1,1,0.01,,,29.30928,-96.10314,2,5456,21280,1.0,2017-09-10T05:00:00,1787,0.00686,6,2,Unknown
8187,N/A,336.984,180,[],2017-09-07T05:00:00,1834,1,2,2.62,Riverine,22181,0907_1205_1,Tree marked with green disk and paint with flag along roadside.,,3,2,0.2,,,29.85181,-97.13347,3,5402,21517,1.0,2017-09-21T05:00:00,1834,0.14,6,2,Colorado River
10154,N/A,202.09,180,[],2017-09-08T05:00:00,1834,1,2,1.12,Riverine,22622,0908_1128_2,Marked with Green disk on telephone pole outside railroad maintenance shed next to train tracks on Hwy 71 approximately 400 feet northwest of intersection of Hwy 71 and Hwy 90.,,5,5,0.5,,,29.70758,-96.547,5,5419,21793,1.0,2015-09-21T05:00:00,1834,0.1,6,2,Colorado River
7427,N/A,6.497,180,[],2017-09-02T05:00:00,1760,1,2,,Riverine,20804,0902_0815_2,"DEBRIS CAUGHT ALONG METAL SCREENS IN FENCES, 7TH RUNG UP FENCING.",debris line on wire fence at rear of property. elevation is final,2,2,,,,28.1058,-97.04627,2,5074,20605,1.0,2017-09-05T05:00:00,871,0.042651,6,2,NA
10711,N/A,6.56,180,[],2017-09-08T05:00:00,1521,1,4,,Riverine,22620,LC-JKN2-007B,"Good seed lines/sand/mud
Height above ground in trees at 1905 South Perkins Ferry Road",,2,5,,,,30.28034,-93.22852,6,,21218,0.0,2017-09-11T05:00:00,1521,0.1,6,2,Calcasieu West Fork
9616,N/A,73.246,180,[],2017-09-07T05:00:00,1762,1,2,0.0,Riverine,22623,0907_1610_1,"Lat 29.7222544
Long -95.565674
Debris line along bank of bridge crossing",,2,2,0.1,,,29.7222544,-95.565674,7,6438,21795,1.0,2017-09-07T05:00:00,1762,0.1,6,2,unknown
7429,N/A,6.195,180,[],2017-09-02T05:00:00,1760,1,2,,Coastal,20806,0902_0815_4,at patio,debris line 4ft from patio of home. elevation is final,2,2,,,,28.1058,-97.04627,2,5074,20605,1.0,2017-09-05T05:00:00,871,0.042651,6,2,NA
10141,N/A,338.151,180,[],2017-09-07T05:00:00,1834,1,2,4.31,Riverine,22182,0907_1205_2,Tree marked with green disk and paint with flag along roadside.,,3,2,0.2,,,29.85233,-97.13335,3,5402,21517,1.0,2017-09-21T05:00:00,1834,0.14,6,2,Colorado River
9921,Left,131.738,180,[],2017-09-14T05:00:00,330,1,2,0.0,Riverine,23002,0914_1200_1,"SOUTH FACING SLOP, FLAGGED BY OTHER PARTY",GNSS survey and tied in HWM.,2,2,,,,30.32568,-95.10015,3,6535,21988,1.0,2017-09-18T05:00:00,1842,0.033,2,2,EAST FORK SAN JACINTO RIVER
7428,N/A,6.27,180,[],2017-09-02T05:00:00,1760,1,2,,Coastal,20805,0902_0815_3,6x6 of AC stand,6x6 of AC stand. elevation is final,2,2,,,,28.1058,-97.04627,4,5074,20605,1.0,2017-09-05T05:00:00,871,0.042651,6,2,NA
9105,Right,116.3,180,[],2017-09-16T05:00:00,1602,1,2,1.65,Riverine,23366,0916_1037_02,"Nail in tree, right bank, downstream, 20 ft from stream center. Marked with orange flagging.",,2,5,0.1,,,30.63946,-93.9561,5,5870,22177,1.0,2017-09-28T05:00:00,1645,0.183,6,2,Nichols Creek
8222,N/A,286.107,180,[],2017-09-08T05:00:00,1834,1,2,3.72,Riverine,22624,0908_0922_1,"Northeast side of bridge, marker located on bridge pier on downstream side (cannot see from road).",,5,2,0.5,,,29.69671,-96.69794,3,,21794,0.0,2017-09-21T05:00:00,1834,0.1,6,2,Colorado River
8339,N/A,102.232,180,[],2017-09-07T05:00:00,1760,1,2,0.0,Riverine,21773,0907_1510_2,A mud line on the bridge. It is the bridge on ones left when facing the river.,,1,1,0.01,,,29.30606,-96.1041,2,5457,21281,1.0,2017-09-10T05:00:00,1787,0.00686,6,2,Unknown
9534,N/A,120.994,180,[],2017-09-09T05:00:00,1762,1,2,6.7,Riverine,22598,0909_1712_2,"Lat 29.35167 Long -96.20837
East side of bridge on left hand side as traveling west.",,5,5,0.5,,,29.35167,-96.20837,5,6412,21783,1.0,2017-10-08T05:00:00,1645,0.302,6,2,unknown
8194,N/A,296.073,180,[],2017-09-07T05:00:00,1834,1,2,0.0,Riverine,22183,0907_1400_1,Southern side of bridge on apron; upstream side,,5,2,0.5,,,29.84544,-97.04461,3,5405,21518,1.0,2017-09-21T05:00:00,1834,0.14,6,2,Colorado River
8340,N/A,95.849,180,[],2017-09-07T05:00:00,1760,1,2,0.0,Riverine,21774,0907_1545_1,"A debris can be found across the street from the ""end county maintenance"" sign.",,1,2,0.03,,,29.29168,-96.06067,4,5458,21282,1.0,2017-09-10T05:00:00,1787,0.00686,6,2,Unknown
8223,N/A,286.624,180,[],2017-09-08T05:00:00,1834,1,2,2.2,Riverine,22625,0908_0922_2,Southwest side of bridge downstream side approximately 150 feet downstream on cedar tree on left side.,,5,2,0.5,,,29.69672,-96.69786,5,5417,21794,1.0,2017-09-21T05:00:00,1834,0.1,6,2,Colorado River
8195,N/A,296.424,180,[],2017-09-07T05:00:00,1834,1,2,0.0,Riverine,22184,0907_1400_2,HWM type: wash line. Northern side of bridge on apron; downstream side,,5,9,0.5,,,29.84596,-97.04439,3,5405,21518,1.0,2017-09-21T05:00:00,1834,0.14,6,2,Colorado River
9102,Left,94.8,180,[],2017-09-15T05:00:00,1602,1,2,0.0,Riverine,23369,0915_1800_01,"Stake in ground on left bank, upstream edge of culvert grate. Marked with paint and flagging.",,4,2,0.4,,,30.60948,-93.88532,7,5869,22178,1.0,2017-09-28T05:00:00,1645,0.183,6,2,Slaydons Creek
9354,N/A,34.6,180,[],2017-09-14T04:00:00,1780,1,2,8.2,Riverine,23004,0914_1234_2,On wooden electric pole 0.10 mile north of Massey Lake Road,,2,1,0.1,,,30.28439,-94.18163,5,6015,21989,1.0,2017-09-22T04:00:00,1722,0.3,6,2,Unknown
8341,N/A,95.337,180,[],2017-09-07T05:00:00,1760,1,2,0.0,Riverine,21775,0907_1545_2,A second debris line can be found on the other end of the drain,,1,2,0.03,,,29.29168,-96.06067,4,5458,21282,1.0,2017-09-10T05:00:00,1787,0.00686,6,2,Unknown
9617,N/A,73.341,180,[],2017-09-07T05:00:00,1762,1,2,0.0,Riverine,22626,0907_1610_2,"Lat 29.722302
Long -95.565667
Debris line along bank of bridge crossing",,2,2,0.1,,,29.722302,-95.565667,7,6438,21795,1.0,2017-09-07T05:00:00,1762,0.1,6,2,unknown
8372,N/A,101.12,180,[],2017-09-11T05:00:00,1760,2,2,0.0,Riverine,25456,0911_1550_2,On concrete on east side of bridge.,,3,1,0.2,,,28.89728,-97.13733,3,5470,23300,1.0,2017-09-23T05:00:00,1760,0.018,6,2,Guadalupe River
8898,N/A,79.639,180,[],2017-09-08T05:00:00,1834,1,2,,Riverine,22157,0908_1800_2,"East side of bridge on upstream side, marked on backside of bridge pier.","gps point on wingwall adjacent to HWM, elevation -0.010 ft (tapeup)",5,5,0.5,,,29.10011,-96.60555,3,5756,21506,1.0,2017-09-20T05:00:00,1839,0.001,6,1,Lavaca River
8373,N/A,145.48,180,[],2017-09-11T05:00:00,1791,1,2,0.0,Riverine,22186,0911_1515_1,Dead snag near bridge,,3,2,0.2,,,28.90604,-97.19471,6,5471,21520,1.0,2017-09-23T05:00:00,1760,0.018,6,2,Unnamed creek
9432,Right,79.4,180,[],2017-09-07T04:00:00,1791,1,2,0.0,Riverine,21346,0907_0930_3,Near gate and near sign for Harvest Green construction office,level 3 survey; +0.03' GNSS adjustment; field readings 79.363,3,1,0.2,,,29.63025,-95.71449,6,6067,20951,1.0,2017-09-20T04:00:00,900,0.1,6,2,Oyster Creek
8342,N/A,97.8945,180,[],2017-09-07T05:00:00,1760,1,2,0.0,Riverine,21776,0907_1610_1,"Across from the small,brown, brick house. on the edge of the ditch",,1,1,0.03,,,29.25333,-96.15856,4,5459,21283,1.0,2017-09-10T05:00:00,1787,0.00686,6,2,Unknown
8224,N/A,195.475,180,[],2017-09-08T05:00:00,1834,1,2,0.0,Riverine,22627,0908_1017_1,Green disk nailed into driveway approximately 50 feet SW of entrance to property.,,5,2,0.5,,,29.69482,-96.54441,5,5418,21796,1.0,2017-09-21T05:00:00,1834,0.1,6,2,Colorado River
8374,N/A,127.36,180,[],2017-09-11T05:00:00,1791,1,2,0.0,Riverine,22175,0911_1430_1,,,3,2,0.2,,,28.96995,-97.19713,6,5472,21514,1.0,2017-09-23T05:00:00,1760,0.018,6,2,Guadalupe River
8384,Left,240.6,180,[],2017-09-08T05:00:00,1599,1,2,1.51,Riverine,21639,0908_1341_1,1st Wooden fence post on the west side of HWY 443 on the LEW downstream side of creek,,2,5,0.1,,,29.37729,-97.26736,6,5480,21175,1.0,2017-09-24T05:00:00,1760,0.271,6,2,Guadalupe River
8377,Right,168.3,180,[],2017-09-11T05:00:00,1791,1,2,0.0,Riverine,22131,0911_1200_1,"250 ft south of bridge, west side of road, on hillside",,3,2,0.2,,,29.05937,-97.32822,6,5474,21491,1.0,2017-09-23T05:00:00,1760,0.018,6,2,Chisholm Creek
8343,N/A,97.8555,180,[],2017-09-07T05:00:00,1760,1,2,0.0,Riverine,21777,0907_1610_2,Across the stream from the first marker,,1,1,0.03,,,29.25333,-96.15856,4,5459,21283,1.0,2017-09-10T05:00:00,1787,0.00686,6,2,Unknown
9078,N/A,17.8,180,[],2017-09-12T05:00:00,1763,1,2,11.6,Riverine,22482,0912_1600_1,"USGS white plastic marker on corner of mobile home, directly to the left as you enter the gate to the property.",Level III,2,1,0.1,,,30.11821,-94.03497,4,5854,21723,1.0,2017-09-24T05:00:00,13,0.09,6,2,Lower Neches
9492,N/A,170.89,180,[],2017-09-09T05:00:00,1762,1,2,0.7,Riverine,22187,0909_1046_1,"Lat 29.57926 Long -96.41842
SW end of bridge down old driveway 50 feet before gate on telephone pole behind fence towards bottom.",,5,1,0.5,,,29.57926,-96.41842,5,6105,21521,1.0,2017-10-10T05:00:00,1645,0.203,6,2,unknown
9199,Right,17.39,180,[],2017-09-16T05:00:00,1846,1,2,0.0,Riverine,23372,0916_1140_2,"Debris line in grass on right bank marked with stake, yellow flag and orange paint.",,4,2,0.3,,,29.75652,-94.97099,7,5925,22179,1.0,2017-09-23T05:00:00,1645,,6,2,Canal leading into East Fork Goose Creek
9358,Right,61.8,180,[],2017-09-14T04:00:00,1780,1,2,0.5,Riverine,23007,0914_1337_1,"On right bank 60 feet from road, 15 feet from channel with tape and paint",,1,1,0.05,,,30.40005,-94.19456,5,6018,21991,1.0,2017-09-22T04:00:00,1722,0.3,6,2,Unknown
9618,N/A,35.63,180,[],2017-09-08T05:00:00,1762,1,2,0.0,Riverine,22629,0908_1330_1,"Lat 29.708199
Long -95.377103
Debris line along side walls of freeway",,2,2,0.1,,,29.708199,-95.377103,8,6439,21797,1.0,2017-09-08T05:00:00,1762,0.13,6,2,unknown
9493,N/A,172.74,180,[],2017-09-09T05:00:00,1762,1,2,0.0,Riverine,22188,0909_1046_2,"Lat 29.58208 Long -96.41498
Wash line at NE end of bridge on apron on downstream side.",,5,9,0.5,,,29.58208,-96.41498,3,6105,21521,1.0,2017-10-10T05:00:00,1645,0.203,6,2,unknown
8344,N/A,90.593,180,[],2017-09-07T05:00:00,1760,1,2,0.0,Riverine,21778,0907_1700_1,A debris line along the edge of the river.,,1,2,0.03,,,29.2498,-96.1058,4,5460,21285,1.0,2017-09-10T05:00:00,1787,0.00686,6,2,Unknkown
9360,Right,53.8,180,[],2017-09-14T04:00:00,1780,1,2,3.0,Riverine,23008,0914_1436_1,On wooden underground cable post 33 feet from road 470 feet from channel on right side of bank with tape,"gnss survey form says hwm1 not surveyed, but had marks mixed up; surveyed hwm1 and did not survey hwm2.",1,5,0.05,,,30.3756,-94.21415,5,6020,21992,1.0,2017-09-22T04:00:00,1722,0.3,6,2,Unknown
8378,N/A,166.5,180,[],2017-09-11T05:00:00,1760,6,2,0.0,Riverine,25457,0911_1200_2,"On hillside, 250 ft north of bridge, west of road.",,4,1,0.4,,,29.05992,-97.32805,6,5475,23301,1.0,2017-09-23T05:00:00,1760,0.018,6,2,Chisholm Creek
8484,Right,17.31,180,[],2017-09-04T07:00:00,1786,6,2,0.0,Riverine,20813,0904_0908,RB US from bridge,,3,2,0.2,,,28.88948,-95.78597,8,5540,20606,1.0,2017-09-04T07:00:00,1786,0.15,6,2,Live Oak Creek
9620,N/A,35.661,180,[],2017-09-08T05:00:00,1762,1,2,0.0,Riverine,22630,0908_1330_2,"Lat 29.707899
Long -95.376931
Debris line along side walls of freeway",,2,2,0.1,,,29.707899,-95.376931,8,6439,21797,1.0,2017-09-08T05:00:00,1762,0.13,6,2,unknown
8345,N/A,91.599,180,[],2017-09-07T05:00:00,1760,1,2,0.0,Riverine,21779,0907_1700_2,A second debris line along the edge of the river.,,1,2,0.03,,,29.2498,-96.1058,4,5460,21285,1.0,2017-09-10T05:00:00,1787,0.00686,6,2,Unknkown
8486,Left,17.49,180,[],2017-09-04T07:00:00,1786,6,2,2.1,Riverine,20815,0904_0912,On shrub LB US from bridge,,3,2,0.2,,,28.88991,-95.78545,8,5540,20606,1.0,2017-09-04T07:00:00,1786,0.2,6,2,Live Oak Creek
8371,Right,103.23,180,[],2017-09-11T05:00:00,1791,1,2,0.0,Riverine,22189,0911_1550_1,Concrete under  west side of bridge,,2,1,0.1,,,28.89738,-97.13899,3,5468,21523,1.0,2017-09-22T05:00:00,1760,0.018,6,2,Guadalupe River
9363,Left,48.2,180,[],2017-09-14T04:00:00,1780,1,2,1.75,Riverine,23011,0914_1622_2,On wooden electric pole in front of church 310 feet from channel on left side of channel,level III,3,5,0.2,,,30.35091,-94.20287,5,6021,21993,1.0,2017-09-24T04:00:00,1722,0.0324,6,2,Unknown
8956,Left,12.85,180,[],2017-09-10T05:00:00,1786,6,2,0.0,Riverine,22190,0910_1338,Poor GPS signal here,,4,2,0.4,,,29.55122,-95.09311,8,5789,21522,1.0,2017-09-10T05:00:00,1786,0.17,6,2,Clear Creek
8485,Left,17.74,180,[],2017-09-04T07:00:00,1786,6,2,0.0,Riverine,20814,0904_0911,LB US from bridge,,3,2,0.2,,,28.88994,-95.78543,8,5540,20606,1.0,2017-09-04T07:00:00,1786,0.2,6,2,Live Oak Creek
9203,Right,17.27,180,[],2017-09-16T05:00:00,1846,1,2,4.19,Riverine,23374,0916_1230_1,"Nail and USGS disk with orange flagging in streamward face of palm tree behind car wash, nearest to and west of dumpster",,2,4,0.1,,,29.75514,-94.97664,6,5926,22180,1.0,2017-09-23T05:00:00,1645,,6,2,East Fork Goose Creek
9767,N/A,18.7,180,[],2017-09-19T04:00:00,900,1,2,,Riverine,23724,no_label,"At metal gate on R bank, about 50 ft from bridge",level 3 survey;  +0.10' GNSS adjustment; field readings RTK 14.045+4.6 TU (other 3 HWMs secondary; resident reported 5-6 ft of water OVER bridge),3,2,0.2,,,29.2289,-95.3031,8,6493,21473,1.0,2017-09-19T04:00:00,900,0.2,6,2,unknown
8429,N/A,236.96,180,[],2017-09-10T05:00:00,1834,1,2,0.0,Riverine,22632,HWM2,,,1,2,0.0,,,30.42996,-95.32593,7,5509,21798,1.0,2017-09-20T05:00:00,1760,0.09,6,2,San Jacinto River
8487,Right,10.91,180,[],2017-09-04T05:00:00,1786,6,2,0.0,Riverine,20816,0904_1007,DS side of road,,2,2,0.1,,,28.8556,-95.82755,8,5542,20607,1.0,2017-09-04T05:00:00,1786,0.1,6,2,Payton Creek
8488,Right,10.93,180,[],2017-09-04T05:00:00,1786,6,2,0.0,Riverine,20817,0904_1008,DS side of road,,2,2,0.1,,,28.85557,-95.82765,8,5542,20607,1.0,2017-09-04T05:00:00,1786,0.14,6,2,Payton Creek
8957,Left,12.48,180,[],2017-09-10T05:00:00,1786,6,2,0.0,Riverine,22191,0910_1339,Poor GPS signal here.,,4,2,0.4,,,29.55121,-95.09312,8,5789,21522,1.0,2017-09-10T05:00:00,1786,0.13,6,2,Clear Creek
9204,Right,17.53,180,[],2017-09-16T05:00:00,1846,1,2,4.27,Riverine,23375,0916_1230_2,"Nail and USGS disk with orange flagging in streamward face of palm tree behind car wash, second from the dumpster.",,3,4,0.2,,,29.75511,-94.97665,6,5926,22180,1.0,2017-09-23T05:00:00,1645,,6,2,East Fork Goose Creek
8489,Right,10.96,180,[],2017-09-04T05:00:00,1786,6,2,0.0,Riverine,20818,0904_1009,US side of road,,2,5,0.1,,,28.8557,-95.8275,8,5542,20607,1.0,2017-09-04T05:00:00,1786,0.13,6,2,Payton Creek
8346,N/A,74.1095,180,[],2017-09-07T05:00:00,1760,1,2,0.6,Riverine,21782,0907_1830_1,A debris line on one of the parks posts,,1,2,0.01,,,29.16217,-96.04357,2,5461,21286,1.0,2017-09-10T05:00:00,1787,0.00686,6,2,Unknown
9205,Right,17.51,180,[],2017-09-16T05:00:00,1846,1,2,4.2,Riverine,23376,0916_1230_3,"Nail and USGS disk with orange flagging in streamward face of palm tree behind car wash, third one from the dumpster going toward Garth Rd.",,4,4,0.3,,,29.75509,-94.9767,6,5926,22180,1.0,2017-09-23T05:00:00,1645,,6,2,East Fork Goose Creek
7426,N/A,6.314,180,[],2017-09-02T05:00:00,1760,1,2,,Coastal,20803,0902_0815_1,"ALONG DEBRIS PILE IN BACK YARD OF HOUSE, TWO MARKS EXIST ONE 6 FT FROM PATIO THE SECOND IS 4FT FROM WALL ON 4X4 POST.",debris line marked by nail and usgs disc in 4x4 nr block wall. elevation is final,2,2,,,,28.1058,-97.04627,7,5074,20605,1.0,2017-09-05T05:00:00,871,1.3,6,2,NA
9364,N/A,51.8,180,[],2017-09-14T04:00:00,1780,1,2,3.35,Riverine,23013,0914_1728_2,On side of building near electrical panel near northeast corner,level III,2,1,0.1,,,30.34887,-94.22964,4,6023,21994,1.0,2017-09-24T04:00:00,1722,0.0324,6,2,Unknown
8430,N/A,179.5,180,[],2017-09-10T05:00:00,1834,1,2,0.5,Riverine,22633,0910_0920_1,"Base of 3"" tree, 0.5 ft abv grade. In hedge row.","Set temporary RM at edge of road (house with pond), and ran short level loop to v.good seedline in base of 3"" diameter thorn tree in hedgge row.",2,5,0.1,,,30.343,-95.3439,5,5510,21799,1.0,2017-09-20T05:00:00,1840,0.1,6,2,San Jacinto River
9494,N/A,193.777,180,[],2017-09-09T05:00:00,1762,1,2,0.0,Riverine,22192,0909_1133_1,"Lat 29.56382 Long -96.50192
Wash line on east side of bridge on apron on downstream side.",,5,9,0.5,,,29.56382,-96.50192,3,6403,21524,1.0,2017-10-10T05:00:00,1645,0.203,6,2,unknown
8347,N/A,73.8055,180,[],2017-09-07T05:00:00,1760,1,2,5.2,Riverine,21783,0907_1830_2,A mud line in the trees next to the marked post.,,1,1,0.01,,,29.16217,-96.04357,4,5461,21286,1.0,2017-09-10T05:00:00,1787,0.00686,6,2,Unknown
9495,N/A,195.063,180,[],2017-09-09T05:00:00,1762,1,2,0.0,Riverine,22193,0909_1133_2,"Lat 29.56336 Long -96.50256
Wash line west side of bridge on apron on upstream side.",,5,9,0.5,,,29.56336,-96.50256,3,6403,21524,1.0,2017-10-10T05:00:00,1645,0.203,6,2,unknown
9359,N/A,25.4,180,[],2017-09-13T05:00:00,1833,1,2,0.0,Riverine,22532,0913_0830_1,"Wash/debris line marked with painted stake. Orange ribbons lead the way to the stake. Located on west bank, approximately 20 ft south of the bridge pier.",,4,2,0.3,,,29.973672,-94.84463,7,6019,21752,1.0,2017-10-06T05:00:00,1770,0.04,6,2,Trinity River
9210,Left,9.93,180,[],2017-09-16T05:00:00,1846,1,2,1.28,Riverine,23378,0916_1510_2,Nail with USGS disk in DS face of 30inch tree ~50ft US from mark one almost inline with small metal bridge in the park.  Orange flagging around tree as well.,,2,5,0.06,,,29.72662,-94.99654,6,5928,22181,1.0,2017-09-23T05:00:00,1645,,6,2,Unnamed Creek
9366,N/A,52.2,180,[],2017-09-14T04:00:00,1780,1,2,4.05,Riverine,23014,0914_1757_1,At junction of wooden and orange Armour J buildings,level III,1,5,0.05,,,30.34937,-94.23174,5,6024,21995,1.0,2017-09-24T04:00:00,1722,0.0324,6,2,Unknown
8491,Right,10.53,180,[],2017-09-04T05:00:00,1786,6,2,0.0,Riverine,20820,0904_1032,,,3,2,0.2,,,28.83907,-95.85317,8,5543,20608,1.0,2017-09-04T05:00:00,1786,0.1,6,2,Payton Creek
8490,Left,10.61,180,[],2017-09-04T05:00:00,1786,6,2,0.0,Riverine,20819,0904_1028,US from bridge,,4,1,0.4,,,28.84031,-95.85192,8,5543,20608,1.0,2017-09-04T05:00:00,1786,0.1,6,2,Payton Creek
9368,N/A,59.9,180,[],2017-09-14T04:00:00,1780,1,2,3.0,Riverine,23016,0914_1820_1,On northeast corner of metal shed behind church,level III,3,5,0.15,,,30.34964,-94.29013,4,6026,21996,1.0,2017-09-24T04:00:00,1722,0.0324,6,2,Unknown
7897,N/A,274.347,180,[],2017-09-10T05:00:00,1822,1,2,4.82,Riverine,22194,1430,Nail and flagging 150 feet from last guard rail post 10 feet into scrub rt bank,,1,1,,,,30.0116,-96.91731,6,5295,21525,1.0,2017-09-20T05:00:00,1760,0.23,6,2,Rabbs Creek
7883,N/A,5.493,180,[],2017-09-03T05:00:00,1760,1,2,0.0,Riverine,20823,0903_1600_2,,elevation is final,2,2,0.1,,,28.141115,-96.97707,7,6780,20609,1.0,2017-09-06T05:00:00,871,0.223097,6,2,Gulf of America
8958,Right,23.08,180,[],2017-09-11T05:00:00,1786,6,2,1.5,Riverine,22195,0911_0756,Downstream side of bridge,,2,5,0.1,,,29.50378,-95.19426,8,5790,21526,1.0,2017-09-11T05:00:00,1786,0.04,6,2,Chigger Creek
